2023-04-07 19:16:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-07 19:16:10 0 [Note] InnoDB: Uses event mutexes
2023-04-07 19:16:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-07 19:16:10 0 [Note] InnoDB: Number of pools: 1
2023-04-07 19:16:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 430861 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 430900 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 430900 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 430939 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 430939 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 430978 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=323] log sequence number 430978 is in the future! Current system log sequence number 304111.
